ArticleID,Authors,PublicationYear,CiteMeAs,BiblioBackBoneSLM,OldBiblioSLM,TimesCited,Title,Affiliation,Country,Abstract,JournalConferenceCitation,CitedReferences,CountCitedReferences,isDHQ,Latitude,Longitude,GeocodedCountry,Department,WOSSubjectArea,DHQKeywords
104,"Cayley, John",2011,cayley2011,community_1,community_3,1,Writing to be Found and Writing Readers,Brown University,United States of America,"Poetic writing for programmable and network media seems to have been captivated by the affordances of new media and questions of whether or not and if so, how certain novel, media-constituted properties and methods of literary objects require us to reassess and reconfigure the literary itself. What if we shift our attention decidedly to practices, processes, procedures ï¿_ï¿_ï¿_ towards ways of writing and ways of reading rather than dwelling on either textual artifacts themselves (even time-based literary objects) or the concepts underpinning objects-as-artifact? What else can we do, given that we must now write on, for, and with the net which is itself no object but a seething mass of manifold processes? Part one of the essay presents a brief analysis of recent experiments in writing to be found with Google, making some claim that such writing may be exemplary, that its aesthetic and conceptual engagements are distinct, and that there is something at stake here for the literary or rather for certain practices of literary art. After very brief discussion in part two of some broader implications of writing with the Google corpus and its tools, part three addresses more examples of writing to be found, and introduces a collaboration with Daniel Howe, The Readers Project, many processes of which engage with writing to be found in Google and making use of its tools.",Digital Humanities Quarterly,battelle2006 | beckett1995 | beckett1964 | bosker2010a | bosker2010b | diski2011 | goldsmith2003 | howe2011a | lethem2007 | michel2011 | montaigne1910 | nunberg2009 | shields2010 | wardrip2009a | watts2010,15,1,-71.4025482,41.8267718,united states,Literary Arts,Literature,"text generation | natural language processing | modeling | internet / world wide web | digital literary studies | query languages | information retrieval | reading methodologies - close, distant, deep"
138,"Chen, Anna",2012,chen2012,community_0,community_0,0,In One's Own Hand: Seeing Manuscripts in a Digital Age,University of Texas,United States of America,"As museums increasingly place archival materials on display, a body of scholarship has emerged to provide practical advice for staff about exhibiting handwritten documents. However, there has as yet been little scholarship that problematizes the exhibition of manuscripts and the responses they elicit from their audiences. This essay, then, investigates the cultural perception of handwriting as an inherently unique and authentic embodiment of its writer, the assumption of which lies behind its display. Through a series of close readings of responses to the sight of the autograph, I examine the ways in which handwritingï¿_ï¿_s association with the human body has been historically shaped and interpreted; its current function as a locus for concerns about the loss or degradation of corporeal identity in an increasingly technologized world; and how multimedia museum exhibitions of handwritten documents ï¿_ï¿_ï¿_ as digitally manipulable surrogates of original artifacts ï¿_ï¿_ï¿_ expose, complicate, and break down the oppositions in this cultural discourse. Ultimately, I argue, digital interactives are part of a new exhibitionary paradigm, which not only offers new ways of considering an artifactï¿_ï¿_s essential meaning, but also refines and redefines our understanding of human effort, intentionality, and embodiment in a digital age.",Digital Humanities Quarterly,allyn1987 | antrim2009 | ballard2006 | barraclough1988 | bearman1996 | bedos-rezak2000 | benjamin1978b | bolter1999 | bosshard1994 | bowen1993 | brannock2009 | brazer2001 | brenner2009 | brown2006c | callender2002 | cannon2000 | casterline1980 | clanchy1993 | cohen2010d | cotter2010 | darvick1985 | defense2007 | dekeyser2006 | dierking1998 | testbed2003 | dilevko2003 | dutka2002 | everhart1989 | foucault1980 | foucault1990 | gaur1992 | gordon1994 | griffiths2003 | grusin2006 | halliwell2003 | haraway1997 | haraway2004a | hayles1999 | harvard1987 | harvey1996 | hedstrom2002 | hedstrom2006 | heidegger1992 | henning2006 | hill1986 | keene1998 | kemp1997 | king2009b | lenoir2002 | levenson1998 | light2010 | macdonald1998 | madigan1930 | manovich2001 | mccutcheon1925 | mellor2002 | miller2010a | mintz1994 | morris1995a | morris2006 | morrissey1991 | neef2006b | vandijck2006 | nicholls2003 | olyanova1929 | ong1982 | osborne1997 | otoole2006 | pearce-moses2008 | ponot2002 | prior2003 | reagan2003 | rice1927 | reed1995 | rigg1905 | rose1994 | rothenberg1995 | rothstein2008 | schwartzburg2010 | sell2010 | shaddy2000 | silver1967 | sinon2010 | stevenson1994 | snyder1990 | swade1998 | tedeschi1997 | thomas1998 | thornton1996 | waldby2000 | weil2002 | williams2012 | witcomb2006 | wolfe2009 | woodward2003,95,1,-97.7327641,30.2806543,united states,Philosophy,Philosophy,"cultural studies | GLAM: galleries, libraries, archives, museums | philology | new/digital media studies | authorship attribution / authority | historical studies | media history [history of the book]"
113,"Ciccoricco, David",2012,ciccoricco2012,community_0,community_0,2,"The Materialities of Close Reading: 1942, 1959, 2009",University of Otago,New Zealand,"This article identifies some of the popular and historical contradictions inherent to the very notion of close reading digital literature, and puts forth an updated conception of what the author argues continues to be a vital practice of literary study. More specifically, it establishes continuities between a pre-digital historical conception of close reading and the sort of materially-conscious hermeneutics that digital textuality requires. The author applies the updated conception of close reading digital literature to Steve Tomasula's TOC , a self-described new media novel.",Digital Humanities Quarterly,aarseth1997 | balfour2005 | barth1988 | bell2010a | berressem2002 | bois1996 | bootz2006 | brooks1960 | ciccoricco2007 | ensslin2010 | fry2000 | funkhouser2008 | gallop2007 | genette1997 | gillespie1998 | habib2005 | hayles2002 | hayles2007a | hayles2008a | hirsch1976 | joyce1997 | kirschenbaum2001 | larsen2000 | mateas2006 | miles2000 | miller1982 | moulthrop1991 | newman2010 | olsen2005a | palmer1969 | parker2001a | phelan2007 | ransom1937 | raley2002b | richards1926 | richards1952 | richards1954 | russo1998 | ryman1995 | simanowski2009b | sloane2000 | stefans2005 | sondheim2001 | tabbi2003 | tabbi2009 | tomasula2009 | tosca2000 | warren1995 | wellek1995,49,1,170.5144227,-45.8646835,new zealand,English,Language & Linguistics,"digital literary studies | literary studies | media history [history of the book] | digital literacy | reading methodologies - close, distant, deep"
88,"Ciula, Arianna",2010,ciula2010,isolate_5,isolate_1674,0,The New Edition of the Letters of Vincent van Gogh on the Web,Independent Scholar, ,"The New Edition of the Letters of Vincent Van Gogh on the Web is a review of the web edition of the complete authorial correspondence of the 19th century Dutch painter Vincent Van Gogh published by the Van Gogh Museum and the Huygens Institute of the Royal Netherlands Academy of Arts and Sciences in 2009. While the print version, published by Thames & Hudson in the same year, received ample attention in the specialized and generalist press, the web edition enjoyed less publicity; this review considers the added value of the web version.",Digital Humanities Quarterly,thames2009,1,1,#N/A,#N/A,#N/A,Digital Humanities,"Humanities, Multidisciplinary",digital publishing | collaborative digital scholarship | scholarly editing | TEI | open access | new/digital media studies
197,"Clavert, Frï¿_dï¿_ric",2014,clavert2014,community_1,community_4,0,Reading Today,Universitï¿_ Paris-Sorbonne,France,"A review of Claire Clivaz, Jï¿_rï¿_me Meizoz, Franï¿_ois Vallotton, et Joseph Verheyden, ï¿_ds.ï¿_Lire demain: Des manuscrits antiques ï¿_ lÕère digitaleï¿_[Reading Tomorrow: From Ancient Manuscripts to the Digital Era]. (Lausanne: Presses polytechniques et universitaires romandes, 2012). 978-2-88074-958-3.",Digital Humanities Quarterly,berger2010 | carr2008 | clivaz2012 | doueihi2012 | gleize2014 | lausanne2012 | moretti2007,7,1,2.3448885,48.8468325,france,Economics,Economics,#N/A
146,"Clement, Tanya | Tcheng, David | Auvil, Loretta | Capitanu, Boris | Monroe, Megan",2013,clement2013,community_3,community_5,0,Sounding for Meaning: Using Theories of Knowledge Representation to Analyze Aural Patterns in Texts,University of Texas | University of Illinois | University of Illinois | University of Illinois | University of Maryland,United States of America | United States of America | United States of America | United States of America | United States of America,"Computational literary analytics that include frequency trends and collocation, topic modeling, and network analysis have relied on rapid and large-scale analysis of the word or strings of words. This essay shows that there are many other features of literary texts by which humanists make meaning other than the word, such as prosody and sound, and how computational methods allow us to do what has historically been a more difficult method of analysis ï¿_ï¿_ï¿_ trying to understand how literary texts make meaning with these features. This paper will discuss a case study that uses theories of knowledge representation and research on phonetic and prosodic symbolism to develop analytics and visualizations that help readers discover aural and prosodic patterns in literary texts. To this end, this paper has two parts: (I) We describe the theories of knowledge representation and research into phonetic and prosodic symbolism that underpin the logics and ontologies of aurality incorporated in our project. This basic theory of aurality is reflected in our use of OpenMary, a text-to-speech application tool for extracting aural features; in the flow we coordinated to pre-process texts in SEASRï¿_ï¿_s Meandre, a data flow environment; in the instance-based predictive modeling procedure that we developed for the project; and in ProseVis, the reader interface that we created to allow readers to discover aural features across literary texts. And (II), we discuss readings of several works by Gertrude Stein (the portraits Matisse and Picasso and the prose poem Tender Buttons) that were facilitated by this work.",Digital Humanities Quarterly,mary | barthes1978 | becker2006 | bernstein1998b | bolinger1986 | chow2012 | clement2008b | clement2012 | cole2011 | davis1993 | derrida1991 | drucker2011 | flanders2009 | hrushovski1968 | jolas1929 | mcgann2005 | meyer2001 | monk1998 | murphy1991 | ong2002 | peterson1996 | plamondon2006 | pound2007 | salkind2011 | sapir1929 | saussure1916 | shrum2007 | smolinsky2006 | soderstrom2003 | sowa2000 | stein1988a | stein1988b | stein1988c | stein1990b | turner1905 | tsur1992 | unsworth2002 | schork1998 | watson2005,39,1,-97.7327641,30.2806543,united states,Information Studies,Information Science & Library Science,knowledge representation | computer science | digital literary studies | ontologies | multimedia | machine learning/reading | visualization | modeling | resource creation and discovery | stylistics and stylometry
144,"Cordell, Ryan",2013,cordell2013,community_3,community_3,0,Taken Possession of: The Reprinting and Reauthorship of Hawthorne's Celestial Railroad in the Antebellum Religious Press,Northeastern University,United States of America,"In this article, Cordell demonstrates the transformative possibilities of large-scale digital archives for literary history and bibliography. Focusing on the recently-uncovered reprinting history of Nathaniel Hawthorneï¿_ï¿_s short story, The Celestial Railroad, in the nineteenth-century press, the article demonstrates the central, shaping influence of religious readers and editors on Hawthorneï¿_ï¿_s early career. Cordell shows how the best traditional bibliography of Hawthorneï¿_ï¿_s works could be dramatically altered after only a few weeksï¿_ï¿_ work in digital archives of newspapers, magazines, and books, and using relatively simple search tools. Such tools not only expanded the number of known witnesses of the text, but also uncovered numerous paratexts: introductions to the story, articles reviewing or referring to the story, sermons derived from the story, etc. This social text of The Celestial Railroad, Cordell argues, lay buried amidst millions of pages that accumulated in the nineteenth century and required modern tools to be uncovered. The article also discusses how digital interpretive tools can help make better sense of such enlarged bibliographies. By comparing multiple printings of The Celestial Railroad using the Juxta Collation tool from NINES, Cordell argues that textual fluidity can tell modern readers much about how texts were understood by their original publishers and readers. The many changes to and discussions of The Celestial Railroad, for instance, indicate that the tale was popular for its perceived anti-denominational message, but nonetheless deployed as a weapon in denominational debates.",Digital Humanities Quarterly,anonymous1869 | anonymous1861 | anonymous1855 | anonymous1851 | anonymous1850 | anonymous1845 | anonymous1843a | anonymous1843b | belasco2011 | brown2004 | bryant2011 | clark1978 | clement2011 | conway1902 | conway1882 | cordell2012 | cordell2012b | crowley1974 | d1847 | earhart2011b | finn2011 | fisher1874 | flanders2009 | garvey2006 | griswold1847 | hawthorne1987 | hawthorne1846 | hawthorne1844a | hawthorne1843a | hawthorne1843b | hawthorne1843c | hawthorne1843d | hawthorne1843e | hawthorne1843f | hawthorne1843g | hawthorne1843h | hawthorne1843i | hawthorne1843j | hawthorne1843k | hawthorne1843l | hawthorne1843m | hawthorne1835 | hawthorne1836 | hawthorne1844b | hawthorne1860 | hawthorne1850 | kazin1997 | little1843 | mcgann2001a | mcgill2003 | moretti2005 | mueller2012 | ngram2012 | nord2004 | nunberg2010 | nunberg2009 | raabe2011 | tanner1846 | thomas2011 | thorne-murphy2010 | tuveson1968 | walsh2008 | weeks1826 | wood1855 | midnight1843 | signs1843 | visit1843 | christian1848 | evangelist1852 | advocate1869,70,1,-71.0891717,42.3398067,united states,English,Language & Linguistics,digital archives | literary studies | historical studies | bibliographic methods / textual studies | information retrieval | semantic analysis | digitisation - theory and practice | text analysis
34,"Crane, Gregory | Babeu, Alison | Bamman, David | Breuel, Thomas | Cerrato, Lisa | Deckers, Daniel | Lï¿_deling, Anke | Mimno, David | Singhal, Rashmi | Smith, David A. | Zeldes, Amir",2009,crane2009a,community_8,community_1,0,Classics in the Million Book Library,Tufts University | Tufts University | Tufts University | Technical University of Kaiserslautern | Tufts University | Hamburg University | Humboldt-University | University of Massachusetts | Tufts University | University of Massachusetts | Humboldt-University,United States of America | United States of America | United States of America | Germany | United States of America | Germany | Germany | United States of America | United States of America | United States of America | Germany,"In October 2008, Google announced a settlement that will provide access to seven million scanned books while the number of books freely available under an open license from the Internet Archive exceeded one million. The collections and services that classicists have created over the past generation place them in a strategic position to exploit the potential of these collections. This paper concludes with research topics relevant to all humanists on converting page images to text, one language to another, and raw text into machine actionable data.",Digital Humanities Quarterly,biber1993 | bollacker1998 | cheng2002 | cheng2001 | crane2006 | crane2006b | crane2006f | crane2008 | crane2006a | doerr2008 | don2007 | douglas2003b | faure2007 | fitschen2008 | hall1913 | kyrillidou2008 | lavoie2005 | lin2008 | lu2007 | marinai2007 | mimno2007 | ramel2007 | reynaert2008 | schilit2008 | schmid2008 | smith2001 | stewart2007,27,1,-71.1190232,42.4074843,united states,Computer Science,"Computer Science, Interdisciplinary Applications",Classics | digital libraries | digitization - theory and practice | digital classics | corpora and corpus activities | natural language processing | multilingual / multicultural approaches | concording and indexing | corpus linguistics | cyberinfrastructure | databases | user studies / user needs | machine learning/reading | open access
21,"Crane, Gregory | Seales, Brent | Terras, Melissa",2009,crane2009b, ,isolate_421,0,Acknowledgements and Dedications,Tufts University | University of Kentucky | University College London,United States of America | United States of America | United Kingdom,"This collection of essays represent a wide range of perspectives on the work being done in digital classics. It honors the life of Allen Ross Scaife, who was instrumental in advancing digital scholarship in the field of classics.",Digital Humanities Quarterly, ,0,1,-71.1190232,42.4074843,united states,Information Studies,Information Science & Library Science,classics | digital scholarship | digital classics
23,"Crane, Gregory | Seales, Brent | Terras, Melissa",2009,crane2009c,community_8,community_1,0,Cyberinfrastructure for Classical Philology,Tufts University | University of Kentucky | University College London,United States of America | United States of America | United Kingdom,"No humanists have moved more aggressively in the digital world than students of the Greco-Roman world but the first generation of digital classics has seen relatively superficial methods to address the problems of print culture. We are now beginning to see new intellectual practices for which new terms, eWissenschaft and eClassics, and a new cyberinfrastructure are emerging.",Digital Humanities Quarterly,unsworth2006 | agosti2007 | arms2007 | audenaert2008 | bamman2006 | bamman2007 | bia2006 | bl2008 | blanke2006 | borin2007 | boschetti2007 | bradley2008c | buckland2007 | busa1974 | busa1980 | cantara2006 | chi2007 | cosley2006 | crane2005 | crane2006e | crane2007 | crane2006d | crane2006c | crane2000 | csomai2006 | culotta2005 | dalbello2006 | dekhytar2006 | dimitriadis2006 | don2007 | elings2007 | fitzpatrick2007 | ganchev2007 | garrett2006b | gatos2006 | geleijnse2007 | genereux2006 | gietz2006 | gold2007 | heilman2008 | hockxyu2006 | hyman2008 | jones2007 | kelly2006 | kirschenbaum2007a | kolak2008 | kraft2005 | krowne2003 | lagoze2006 | lally2007 | lu2008 | luce2008 | marshall2008 | moalla2006 | monroy2007 | plaisant2006 | ponzetto2007 | porter2006 | pritchard2008 | robinson2005b | robinson2000 | zafrin2005 | romanello2008 | rosenzweig2006 | sankar2006 | schilit2008 | schroeter2007 | shirky2008a | simeoni2007 | smith2001 | sperberg1994 | grover2008 | trnkoczy2006 | united1880 | vandenbranden2007 | vangendt2006 | veltman1999 | vlachos2006,78,1,-71.1190232,42.4074843,united states,Information Studies,Information Science & Library Science,cyberinfrastructure | classics | philology | multilingual / multicultural approaches | history of Humanities Computing/Digital Humanities | digital classics | natural language processing | corpora and corpus linguistics | open access | lexicography | corpus linguistics | digitization - theory and practice
164,"Crymble, Adam | Flanders, Julia",2013,crymble2013,community_3,community_1,0,FairCite,King's College London | Northeastern University,United Kingdom | United States of America,"Within the digital humanities, there are many approaches to citation. Every discipline handles citation and authorship differently, and within the digital humanities there are wide divergences of practice in the ways that credit is assigned and made visible. However, there is also broad agreement that citation practices need scrutiny and perhaps rethinking. The issue arises with particular force when we consider how to cite digital humanities projects and tools. Standard citation practices do not provide good precedents for making visible the contributions of project personnel in these highly collaborative efforts. There has been significant informal discussion and debate in recent years concerning appropriate ways to credit this work, but no consensus has been reached. FairCite (http://faircite.wordpress.com) was founded to promote this discussion and encourage it towards practical, public outcomes.",Digital Humanities Quarterly,scheinfeldt2010 | wikipedia_authorship | crymble2013b | emsley2013 | mcdayter2012 | nowviskie2011 | various2012 | denbo2012 | icmje2013 | kirschenbaum2011 | rscp2013 | takats2013 | zotero | clarke2007 | kedgley2009 | nature_nanotechnology2009 | ncb2009a | nature_physics2009 | nature2009 | ncb2009b | nature_materials2008 | nature2007 | nature_materials2004,23,1,-0.096023,51.4683603,united kingdom,Digitial Scholarship,Information Science & Library Science,citation analysis | authorship attribution / authority | bibliographic methods / textual studies | collaboration | collaborative digital scholarship | project design
16,"Cunningham, Richard | Duke, David | Eustace, John | Galway, Anna | Patterson, Erin",2008,cunningham2008,community_0,community_1,0,The Humanities HyperMedia Centre @ Acadia University: An Invitation to Think About Higher Education,Acadia University | Acadia University | Acadia University | Acadia University | Acadia University,Canada | Canada | Canada | Canada | Canada,"With Humanities Computing and New Media identified as emerging fields of significant strength, it is time for well-funded and fully supported programs in Digital Humanities to be described, developed, and implemented in the university. This article is a description of an attempt to build such a program from the ground up, rather than from the top down. That is, the authors and others created a series of courses, both multi-disciplinary and disciplinary, a database, and a core course designed to make digital humanities a reality, even without having it certified as a program by the governing bodies of their faculty and university. In this article, the database and core course are described in some detail in order to offer what the authors believe to be worthwhile ideas to others who would advance the cause of digital humanities. The article concludes with some concrete suggestions on how to ensure support, to make faculty participation possible, to measure success, and to motivate students.",Digital Humanities Quarterly,chambers2000 | csstc2006 | hayles2007a | quamen2008 | mla2006 | rockwell2004b | selber2004 | shapiro1996 | shapiro2001 | burnard2007a | warwick2006 | warwick2007 | willinsky2004,13,1,-64.3668171,45.0885733,canada,English and Theatre,"Humanities, Multidisciplinary",digital humanities - institutional support | digital humanities - pedagogy and curriculum | digital humanities - facilities
110,"Deuze, Mark | Blank, Peter | Speers, Laura",2012,deuze2012,community_5,community_0,0,A Life Lived in Media,Indiana University | Indiana University | King's College London,United States of America | United States of America | United Kingdom,"Research since the early years of the 21st century consistently shows that through the years more of our time gets spent using media, that being concurrently exposed to media has become a foundational feature of everyday life, and that consuming media for most people increasingly takes place alongside producing media. Contemporary media devices, what people do with them, and how all of this fits into the organization of our everyday life disrupt and unsettle well-established views of the role media play in society. Instead of continuing to wrestle with a distinction between media and society, this contribution proposes we begin our thinking with a view of life not lived with media, but in media. The media life perspective starts from the realization that the whole of the world and our lived experience in it are framed by, mitigated through, and made immediate by (immersive, integrated, ubiquitous and pervasive) media.",Digital Humanities Quarterly,aguado2009 | arthur2009 | bauman2000 | bauman2005b | bauman2006 | bauman2006a | bauman2007 | bauman2009 | bbc | beck1992 | beck2000 | bennett2008 | bennett2008b | bolin2009 | bolter1996a | boyd2007 | boyd2008 | bruns2005 | buckingham2008 | canclini2001 | castells2001 | castells2007 | castells2009 | context2002 | couldry2004 | cubitt2005 | deblock2010 | dejong2006 | deuze2007 | downing2007 | duncombe2007 | ecar2008 | ecar2010 | foucault1984 | friesen2009 | garnham2000 | giddens1991 | habermas2001 | habuchi2005 | hartley2000 | harvey1990 | hearn2008 | hesmondhalgh2008 | hjardvard2008 | inglehart1997 | inglehart2000 | jameson1991 | jenkins2006 | kittler1996 | kittler1998 | kittler2009 | larvalsubjects | lash2002 | levy1997 | liewrouw2009 | lifescreen | luhmann2000 | lundby2009 | manovich2001 | maturana1997 | mcquail2010 | montgomery2009 | morley2007 | nietzsche1977 | paprocki2009 | pirandello1990 | postmes1998 | purcell2006 | rainie2010 | rasmussen2000 | sloterdijk2004 | sennett2006 | silverstone2007 | strate2006 | thompson1995 | urry2007 | wellman2002 | zizek2006 | zizek2008,79,1,-86.5149053,39.1691355,united states,Telecommunications,Telecommunications,media studies | immersive environments | social media | new/digital media studies
180,"Dowling, David",2014,dowling2014,community_6,community_2,0,Escaping the Shallows: Deep Reading's Revival in the Digital Age,University of Iowa,United States of America,"Among the many reactions against the digital revolution is a humanitarian movement toward long form online reading in collective and social networks. This movement ï¿_ï¿_ï¿_ visible in online book clubs such as Infinite Summer and 1book140, websites such as longreads.com, and the trend of blogs-to-books publication ï¿_ï¿_ï¿_ is a reaction against superficial increasingly brief headline-driven Internet news. Called to action by the threat of what critic Jessica Helfand has diagnosed as digital cultureï¿_ï¿_s narrative depravation, the deep reading revival has reclaimed narrative and returned it to the populace, transforming reading into an act of mass collaboration on an unprecedented scale. Despite studies corroborating Nicholas Carrï¿_ï¿_s claim in The Shallows (2011) that the distractions of the digital environment are anathema to immersive linear deep reading, online culture has actually enhanced and accelerated the appreciation of longer richer works through its support of radial reading as described by Jerome McGann. This essay argues that while the intrinsically distracting virtual geography of the Internet has threatened to diminish the role of textured narrative in our intellectual and social lives, the Web has ironically provided the media for the most salient movements in support of the deep reading it threatens to obliterate.",Digital Humanities Quarterly,bauerlein2008 | baron2013 | boynton2013 | briggs2011 | brown2012 | star | caneandalves2001 | carreiro2010 | carr2011 | chabrisandsimons2009 | chee2010 | collins2010 | collins2013 | coscarelli2009 | dediu2012 | destefanoandlefevre2007 | dowling2010 | dowling2011 | dretzin2010 | gillmor2006 | greenfield2009 | griswoldetal2005 | habermas1974 | harkaway2012 | helfand2001 | howe2012 | howe2009 | isidore2012 | infinitesummer2009 | jenkins2010 | jenkins2006 | jenkins2013 | jeongandfishbein2007 | johnson2006 | kohut2012 | konstantinou2012 | kovarik2011 | peters2012 | lanier2010 | lessig2008 | levy2007 | librarything2013 | liu2005 | longform2011 | malone2012 | many1996 | mcluhan1965 | mcgann1991 | mcgann2001 | miller2007 | moody2012 | nakamura2012 | facebook2012 | nielsen2006 | nielsen2008 | okker2003 | ophiretal2009 | papacharissi2009 | pedersen2009 | perlmutteranddowling2012 | phamandsarno2010 | redman1997 | shirky2009 | silver2012 | soffer2012 | sontag2007 | sonvilla-weiss2010 | staley2003 | striphas2009 | npr2012 | turkle2011 | turner2001 | walther2008 | harlequin2014 | outlander2014,75,1,-91.5548998,41.6626963,united states,Journalism and Mass Communication,Communication,"Internet / World Wide Web | cultural studies | collaboration | narratology | immersive environments | media history [history of the book] | hypertext | digitization - theory and practice | reading methodologies - close, distant, deep"
1,"Drucker, Johanna",2007,drucker2007,community_7,community_3,0,"Philosophy and Digital Humanities: A review of Willard McCarty, Humanities Computing (London and NY: Palgrave, 2005)",University of Virginia,United States of America,A review of Willard McCarty's Humanities Computing.,Digital Humanities Quarterly,hockey2000 | mcgann2001a | sutherland1997 | schreibman2004,4,1,-78.5079772,38.0335529,united states,Information Studies,Information Science & Library Science,history of Humanities Computing/Digital Humanities | philosophy | digital humanities - nature and significance
48,"Drucker, Johanna",2009,drucker2009, ,isolate_928,0,"A Review of Matthew Kirschenbaum, Mechanisms: New Media and the Forensic Imagination Cambridge, MA and London, UK: MIT University Press, 2008",University of California,United States of America, ,Digital Humanities Quarterly, ,0,1,-118.4451811,34.068921,united states,Information Studies,Information Science & Library Science,new/digital media studies | digital literary studies | bibliographic methods / textual studies | resource creation and discovery | digital literacy
91,"Drucker, Johanna",2011,drucker2011,isolate_6,isolate_1745,2,Humanities Approaches to Graphical Display,University of Virginia,United States of America,"As digital humanists have adopted visualization tools in their work, they have borrowed methods developed for the graphical display of information in the natural and social sciences. These tools carry with them assumptions of knowledge as observer-independent and certain, rather than observer co-dependent and interpretative. This paper argues that we need a humanities approach to the graphical expression of interpretation. To begin, the concept of data as a given has to be rethought through a humanistic lens and characterized as capta, taken and constructed. Next, the forms for graphical expression of capta need to be more nuanced to show ambiguity and complexity. Finally, the use of a humanistic approach, rooted in a co-dependent relation between observer and experience, needs to be expressed according to graphics built from interpretative models. In summary: all data have to be understood as capta and the conventions created to express observer-independent models of knowledge need to be radically reworked to express humanistic interpretation.",Digital Humanities Quarterly,anderson2008 | anderson2007a | carden | griethe2006 | jones2008 | knorr1990 | lochlann2010 | latour1986 | lynch1988 | maceachren2005 | porter1995 | shneiderman2005 | skeels2008 | wells2008,14,1,-118.4451811,34.068921,united states,Information Studies,Information Science & Library Science,visualisation | software/tool design and development | new/digital media studies | digital humanities - nature and significance
143,"Drucker, Johanna",2013,drucker2013,community_0,community_3,0,Performative Materiality and Theoretical Approaches to Interface,UCLA,United States of America,"This article outlines a critical framework for a theory of performative materiality and its potential application to interface design from a humanistic perspective. Discussions of the materiality of digital media have become richer and more complex in the last decade, calling the literal, physical, and networked qualities of digital artifacts and systems to attention. This article extends those discussions by reconnecting them to a longer history of investigations of materiality and the specificity of media in critical theory and aesthetics. In addition, it introduces the concept of performative materiality, the enacted and event-based character of digital activity supported by those literal, physical conditions, and introduces the theoretical concerns that attach to that rubric. Performative materiality is based on the conviction that a system should be understood by what it does, not only how it is structured. As digital humanities matures, it can benefit from a re-engagement with the mainstream principles of critical theory on which a model of performative materiality is based. The article takes these ideas into a more focused look at how we might move towards integrating this model and critical principles into a model of humanistic interface design.",Digital Humanities Quarterly,surname2009 | abbott2009 | anderson2010 | austin1962 | barthes1974 | baudry1978 | beardsley1966 | benveniste1971 | bolter1991 | bowers1964 | buchler1940 | butler1999 | bynum2011 | byrne1998 | card1999 | carruthers1990 | carruthers1998 | cha1981 | cilliers1998 | clarke2009 | coole2010 | coward1977 | culler1997 | drucker1994 | drucker2009d | fish1980 | foucault1972 | fuller2003a | garrett2000 | gell1992 | genette1980 | glaserfeld1995 | gleick1987 | hayles2002 | heim1987 | jenks2006 | kirschenbaum2008 | hoffman1989 | holland1996 | holland1999 | krug2000 | landow1994 | delany1991 | laurel1990 | levi-strauss1956 | maturana1987 | mcgann2003 | mcgann2001a | mckenzie1999 | parikka2011 | paul2007 | saussure1959 | silverman1983 | thrift2007 | waldrop1992 | wikipedia_history,56,1,-118.4451811,34.068921,united states,Information Studies,Information Science & Library Science,interface and user experience design | media studies | new/digital media studies
29,"Duï¿_, Casey | Ebbott, Mary",2009,due2009,community_6,community_2,0,Digital Criticism: Editorial Standards for the Homer Multitext,University of Houston | College of the Holy Cross,United States of America | United States of America,"In this article we argue for the necessity of a digital edition to most accurately represent the textual tradition of the Homeric epics and to better understand the oral performance tradition that created the poems. We demonstrate how such a digital criticism would differ from the traditional textual criticism as practiced for editions in print and suggest how a digital criticism might open new avenues for the interpretation of the poetry. In defining our needs and goals for a digital edition, we discuss what our project has in common with other digital editions of literary works, but how the oral, traditional nature of the poetry creates special requirements as well. In addition to elaborating the editorial approach for the project, we reaffirm the principles of collaboration, international standards, and open access that we have learned from Ross Scaife, the founder of the Stoa Consortium.",Digital Humanities Quarterly,aland2005 | allen1924 | allen1931 | dahlstrom2000 | desmedt2002a | due2001a | due2001b | due2002 | due2006 | due2004 | foley1991a | foley1995 | foley1999 | greg1955 | janko1982 | kiernan2005 | loranger1999 | lord2000 | lord1991 | lord1995 | monella2008 | monroy2002 | nagy1996a | nagy1996b | nagy2000 | nagy2002 | nagy2004a | parry1971 | porter2007 | reynolds1991 | robinson2005a | robinson2005b | sherratt1990 | stringer1999 | thaller2004 | ulman2006 | vanhulle2004 | vanhoutte2007 | watkins1995,39,1,-95.3422334,29.7199489,united states,Classics,Classics,digital publishing | Classics | multimedia | performance studies | spatio-temporal modeling | historical studies | collaborative digital scholarship | standards and interoperability | open access | corpora and corpus activities | content analysis | digitization - theory and practice | project design | new/digital media studies
79,"Dunn, Stuart | Blanke, Tobias",2009,dunn2009a,community_4,community_1,1,Digital Humanities Quarterly Special Cluster on Arts and Humanities e-Science,King's College London | King's College London,United Kingdom | United Kingdom, ,Digital Humanities Quarterly,anderson2007b | dunn2009b | blanke2009 | svensson2009,4,1,-0.096023,51.4683603,united kingdom,Digital Humanities,"Humanities, Multidisciplinary",e-science | interdisciplinary collaboration | digital humanities - nature and significance
57,"Earhart, Amy",2009,earhart2009a, ,isolate_1017,0,Mapping Concord: Google Maps and the 19th-Century Concord Digital Archive,Texas A&M University,United States of America, ,Digital Humanities Quarterly, ,0,1,-99.9018131,31.9685988,united states,English,Language & Linguistics,mapping | open access | multimedia | metadata | geospatial anlaysis | visualization | resource creation and discovery
